"","sample_id","sample","tech","site","sample_type","Hash","nReads","reason","rank","taxon"
"882","SS18-071V-a","SS18-071V",1,"Dungeness Spit","vial","ad7c17f622104dcaa57c76757dac23063387c073",105,"predator DNA","species","Carcinus maenas"
"883","SS18-071V-a","SS18-071V",1,"Dungeness Spit","vial","001dda642211b135c603f7139e5e3061b31b42aa",50,"missing",NA,NA
"884","SS18-071V-a","SS18-071V",1,"Dungeness Spit","vial","06596bea73d33ffd04f0414446deaa9a24c0cb7d",160,"predator DNA","species","Carcinus maenas"
"885","SS18-071V-a","SS18-071V",1,"Dungeness Spit","vial","96ef70c6fca74e85e26f2f4e700a0b0d042939b8",67,"predator DNA","species","Carcinus maenas"
"886","SS18-071V-a","SS18-071V",1,"Dungeness Spit","vial","f5951eb6aecb5c3e55a94462bdd5503e6ce0421c",69,"predator DNA","species","Carcinus maenas"
"887","SS18-071V-a","SS18-071V",1,"Dungeness Spit","vial","35b0cb0f2b34a7a07e9302e0080b9c944668d84a",30,"predator DNA","species","Carcinus maenas"
"888","SS18-071V-a","SS18-071V",1,"Dungeness Spit","vial","ba4d19d22095f7ca5b8bb45bebc4084b36b971bf",5,"missing",NA,NA
"889","SS18-071V-a","SS18-071V",1,"Dungeness Spit","vial","304bca6538d57b958ae936ffcd59c4887cffa1b4",13,"predator DNA","species","Carcinus maenas"
"890","SS18-071V-b","SS18-071V",2,"Dungeness Spit","vial","538d38a10b39504ac841b298f510440aec3e5c27",19371,"predator DNA","species","Carcinus maenas"
"891","SS18-071V-b","SS18-071V",2,"Dungeness Spit","vial","88808c212aba563b539504c1d48c871cf7faa9bd",370,"predator DNA","species","Carcinus maenas"
"892","SS18-071V-b","SS18-071V",2,"Dungeness Spit","vial","f44554ad035b01f44bfa4b4ce67e43e8f9c67025",412,"predator DNA","species","Carcinus maenas"
"893","SS18-071V-b","SS18-071V",2,"Dungeness Spit","vial","033639e5010e9069ffb163478b59bf12b33b041a",377,"predator DNA","species","Carcinus maenas"
"894","SS18-071V-b","SS18-071V",2,"Dungeness Spit","vial","b2f9424c011a0fa1c09c98fa43bfa3b6fad6a7c8",339,"predator DNA","species","Carcinus maenas"
"895","SS18-071V-b","SS18-071V",2,"Dungeness Spit","vial","5d0147abfa4c73751d97f88e63945924296f13f0",259,"predator DNA","species","Carcinus maenas"
"896","SS18-071V-b","SS18-071V",2,"Dungeness Spit","vial","ad7c17f622104dcaa57c76757dac23063387c073",85,"predator DNA","species","Carcinus maenas"
"897","SS18-071V-b","SS18-071V",2,"Dungeness Spit","vial","001dda642211b135c603f7139e5e3061b31b42aa",54,"missing",NA,NA
"898","SS18-071V-b","SS18-071V",2,"Dungeness Spit","vial","06596bea73d33ffd04f0414446deaa9a24c0cb7d",146,"predator DNA","species","Carcinus maenas"
"899","SS18-071V-b","SS18-071V",2,"Dungeness Spit","vial","96ef70c6fca74e85e26f2f4e700a0b0d042939b8",63,"predator DNA","species","Carcinus maenas"
"900","SS18-071V-b","SS18-071V",2,"Dungeness Spit","vial","f5951eb6aecb5c3e55a94462bdd5503e6ce0421c",66,"predator DNA","species","Carcinus maenas"
"901","SS18-071V-b","SS18-071V",2,"Dungeness Spit","vial","35b0cb0f2b34a7a07e9302e0080b9c944668d84a",26,"predator DNA","species","Carcinus maenas"
"902","SS18-071V-b","SS18-071V",2,"Dungeness Spit","vial","ba4d19d22095f7ca5b8bb45bebc4084b36b971bf",10,"missing",NA,NA
"903","SS18-071V-c","SS18-071V",3,"Dungeness Spit","vial","538d38a10b39504ac841b298f510440aec3e5c27",35455,"predator DNA","species","Carcinus maenas"
"904","SS18-071V-c","SS18-071V",3,"Dungeness Spit","vial","88808c212aba563b539504c1d48c871cf7faa9bd",706,"predator DNA","species","Carcinus maenas"
"905","SS18-071V-c","SS18-071V",3,"Dungeness Spit","vial","f44554ad035b01f44bfa4b4ce67e43e8f9c67025",701,"predator DNA","species","Carcinus maenas"
"906","SS18-071V-c","SS18-071V",3,"Dungeness Spit","vial","033639e5010e9069ffb163478b59bf12b33b041a",657,"predator DNA","species","Carcinus maenas"
"907","SS18-071V-c","SS18-071V",3,"Dungeness Spit","vial","b2f9424c011a0fa1c09c98fa43bfa3b6fad6a7c8",654,"predator DNA","species","Carcinus maenas"
"908","SS18-071V-c","SS18-071V",3,"Dungeness Spit","vial","5d0147abfa4c73751d97f88e63945924296f13f0",471,"predator DNA","species","Carcinus maenas"
"909","SS18-071V-c","SS18-071V",3,"Dungeness Spit","vial","ad7c17f622104dcaa57c76757dac23063387c073",143,"predator DNA","species","Carcinus maenas"
"910","SS18-071V-c","SS18-071V",3,"Dungeness Spit","vial","001dda642211b135c603f7139e5e3061b31b42aa",106,"missing",NA,NA
"911","SS18-071V-c","SS18-071V",3,"Dungeness Spit","vial","06596bea73d33ffd04f0414446deaa9a24c0cb7d",222,"predator DNA","species","Carcinus maenas"
"912","SS18-071V-c","SS18-071V",3,"Dungeness Spit","vial","96ef70c6fca74e85e26f2f4e700a0b0d042939b8",115,"predator DNA","species","Carcinus maenas"
"913","SS18-071V-c","SS18-071V",3,"Dungeness Spit","vial","f5951eb6aecb5c3e55a94462bdd5503e6ce0421c",83,"predator DNA","species","Carcinus maenas"
"914","SS18-071V-c","SS18-071V",3,"Dungeness Spit","vial","35b0cb0f2b34a7a07e9302e0080b9c944668d84a",29,"predator DNA","species","Carcinus maenas"
"915","SS18-071V-c","SS18-071V",3,"Dungeness Spit","vial","ba4d19d22095f7ca5b8bb45bebc4084b36b971bf",11,"missing",NA,NA
"916","SS18-071V-c","SS18-071V",3,"Dungeness Spit","vial","eac70f351e3d72610ba05d29bf97715d6db9946f",34,"predator DNA","species","Carcinus maenas"
"917","SS18-071V-c","SS18-071V",3,"Dungeness Spit","vial","304bca6538d57b958ae936ffcd59c4887cffa1b4",2,"predator DNA","species","Carcinus maenas"
"918","SS18-071V-c","SS18-071V",3,"Dungeness Spit","vial","0bbc2df7c2281152e156846ceecea1035fb2e67d",35,"predator DNA","species","Carcinus maenas"
"919","SS18-071V-c","SS18-071V",3,"Dungeness Spit","vial","59ccb1c7ce067099eb8395f66b8a8ca4125d3dca",17,"predator DNA","species","Carcinus maenas"
"920","SS18-071V-c","SS18-071V",3,"Dungeness Spit","vial","b8748f1c0f496c73ca809f8f309548e62bc89e6b",2,"incidental ingestion","species","Melosira nummuloides"
"921","SS18-066V-c","SS18-066V",3,"Dungeness Spit","vial","538d38a10b39504ac841b298f510440aec3e5c27",31528,"predator DNA","species","Carcinus maenas"
"922","SS18-066V-c","SS18-066V",3,"Dungeness Spit","vial","9bbe1c444179b836a2fbfa2325ed9a5775a97c34",2204,"missing",NA,NA
"923","SS18-066V-c","SS18-066V",3,"Dungeness Spit","vial","fa01bcce9250cd1991047f72cce63b1e615e49ad",514,"predator DNA","species","Carcinus maenas"
"924","SS18-066V-c","SS18-066V",3,"Dungeness Spit","vial","3c4bfa37fed913f8503f04166943c34313851d23",250,"predator DNA","species","Carcinus maenas"
"925","SS18-066V-c","SS18-066V",3,"Dungeness Spit","vial","a4c1094b86c58198ccdb5f9451dd874eb5cd317c",5,"missing",NA,NA
"926","SS19-065-c","SS19-065",3,"Dungeness Spit","whole crab","538d38a10b39504ac841b298f510440aec3e5c27",22760,"predator DNA","species","Carcinus maenas"
"927","SS19-065-c","SS19-065",3,"Dungeness Spit","whole crab","d21f2675ef2ef67dd92b1c5da1e1d7ceab52e8da",972,"missing",NA,NA
"928","SS19-065-c","SS19-065",3,"Dungeness Spit","whole crab","06728f574aa876531056d77ac7b6b0ecad14336a",228,"missing",NA,NA
"929","SS19-065-c","SS19-065",3,"Dungeness Spit","whole crab","95a159a1591f407043ad5dffc5897489728d8111",121,"missing",NA,NA
"930","SS19-065-c","SS19-065",3,"Dungeness Spit","whole crab","77e91c77b5668e1377ada3cdb1a764bffe03d4e7",175,"predator DNA","species","Carcinus maenas"
"931","SS19-065-c","SS19-065",3,"Dungeness Spit","whole crab","dd39321bcb93467e907816e5139b76f32d9143f1",16,"predator DNA","species","Carcinus maenas"
"932","SS19-065-c","SS19-065",3,"Dungeness Spit","whole crab","653ee921f30e5eae19ec2e702ed2a28fe475aa77",126,"predator DNA","species","Carcinus maenas"
"933","SS19-065-c","SS19-065",3,"Dungeness Spit","whole crab","05a0ca234a8752d41bf15362db60892c4c0fe211",125,"missing",NA,NA
"934","SS19-065-c","SS19-065",3,"Dungeness Spit","whole crab","4fe56547ea2bb6d754b09edbfa58e659026b8a90",96,"missing",NA,NA
"935","SS19-065-c","SS19-065",3,"Dungeness Spit","whole crab","a4c1094b86c58198ccdb5f9451dd874eb5cd317c",27,"missing",NA,NA
"936","SS19-065-c","SS19-065",3,"Dungeness Spit","whole crab","04eefa01ea077f72dacf43a6240d50ae7ab7d929",24,"non-target DNA","genus","Cochliopodium"
"937","SS19-065-c","SS19-065",3,"Dungeness Spit","whole crab","f766be4947da7e817a97b74146024477ff2a3db8",15,"missing",NA,NA
"938","SS19-065-c","SS19-065",3,"Dungeness Spit","whole crab","3f8d477edd2e9906ade5e05e1aabbeb7c587531f",12,"missing",NA,NA
"939","SS19-065-c","SS19-065",3,"Dungeness Spit","whole crab","a9209b33a65c2ec922bfc890d4d7fba90a24f0d6",7,"missing",NA,NA
